,area_death,fluor1_mean_death,fluor2_mean_death,long_axis_death,short_axis_death,fluor1_bg_death,fluor2_bg_death,error_frame,strain,atc_conc_ngml,position,aspect_ratio,err
100,83.0,613.0481927710844,119.51807228915662,16.0,5.155221907969416,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3222013692480885,True
101,63.0,585.0793650793651,115.07936507936508,13.0,4.813193956976857,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.37024568899821975,True
102,82.0,238.1951219512195,109.54878048780488,14.0,5.836344875151846,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.4168817767965604,True
103,66.0,595.6212121212121,131.83333333333334,13.0,5.07065858790891,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3900506606083777,True
104,76.0,449.0657894736842,112.52631578947368,14.0,5.376431364836122,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3840308117740087,True
106,75.0,489.4266666666667,111.37333333333333,15.0,4.93916410621707,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.32927760708113796,True
107,135.0,431.52592592592595,127.78518518518518,24.0,5.62368365831779,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.23432015242990792,True
108,82.0,285.7439024390244,126.39024390243902,16.0,5.074964446310416,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.317185277894401,True
109,80.0,477.4125,111.1125,14.0,5.627822691284316,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.40198733509173684,True
110,64.0,293.765625,123.6875,13.0,4.898788514442599,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3768298857263538,True
111,78.0,382.20512820512823,121.16666666666667,16.0,4.875978423707486,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.30474865148171787,True
112,75.0,546.0,124.09333333333333,14.0,5.295696732469664,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3782640523192617,True
113,68.0,489.6029411764706,124.02941176470588,13.0,5.172817306484235,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.39790902357571034,True
114,107.0,690.1308411214953,117.55140186915888,23.0,4.650685871494896,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.20220373354325635,True
116,58.0,498.94827586206895,118.41379310344827,14.0,4.138204782583884,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.29558605589884884,True
117,113.0,555.5132743362832,120.41592920353982,24.0,4.692742863667815,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.1955309526528256,True
118,73.0,492.6986301369863,114.5068493150685,15.0,4.843351770585942,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3228901180390628,True
119,91.0,567.1978021978022,116.93406593406593,19.0,4.772759032719213,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.251197843827327,True
120,101.0,502.56435643564356,112.44554455445545,20.0,5.014971110794333,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.25074855553971664,True
121,63.0,259.26984126984127,116.42857142857143,12.0,5.1488376077207505,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.4290698006433959,True
122,85.0,434.88235294117646,115.43529411764706,16.0,5.271237576922914,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.32945234855768213,True
123,61.0,502.4754098360656,114.37704918032787,12.0,4.9973013933583745,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.41644178277986454,True
124,62.0,468.0,113.20967741935483,12.0,5.0964769704962505,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.42470641420802085,True
126,63.0,533.1904761904761,120.68253968253968,12.0,5.2072273657410415,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.43393561381175344,True
127,66.0,460.3333333333333,116.25757575757575,13.0,5.015027105685387,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3857713158219528,True
128,81.0,423.34567901234567,119.08641975308642,16.0,5.010390173131622,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3131493858207264,True
129,147.0,503.3061224489796,115.87074829931973,29.0,5.020231066006106,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.17311141606917607,True
130,88.0,520.3863636363636,122.10227272727273,16.0,5.488725014176426,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3430453133860266,True
131,102.0,324.6666666666667,115.67647058823529,18.0,5.64772250815097,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.31376236156394277,True
132,91.0,641.021978021978,117.52747252747253,20.0,4.549747406621761,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.22748737033108807,True
133,69.0,643.7391304347826,125.42028985507247,15.0,4.201291427993397,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2800860951995598,True
134,73.0,805.1917808219179,122.6027397260274,16.0,4.531732058869473,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.28323325367934205,True
136,122.0,354.0983606557377,129.90983606557376,21.0,5.771315838293033,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.27482456372823966,True
137,110.0,671.6909090909091,121.82727272727273,21.0,5.214086861045492,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2482898505259758,True
138,119.0,376.5126050420168,129.0672268907563,21.0,5.619632087231484,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.26760152796340403,True
139,130.0,261.83076923076925,124.52307692307693,23.0,5.600206784314874,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.24348725149195105,True
140,100.0,390.05,155.68,16.0,6.163004147010016,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.385187759188126,True
141,118.0,613.2542372881356,121.55932203389831,26.0,4.5342329570680775,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.17439357527184912,True
142,69.0,610.7391304347826,112.3768115942029,15.0,4.525931375916002,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.30172875839440016,True
143,76.0,350.7894736842105,114.05263157894737,15.0,5.015811698377229,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.33438744655848196,True
144,78.0,432.88461538461536,112.32051282051282,14.0,5.552493859413316,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3966067042438083,True
145,39.0,693.4102564102565,118.05128205128206,9.0,4.238437230854881,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.4709374700949868,True
146,83.0,331.4457831325301,118.42168674698796,16.0,5.001278995046901,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3125799371904313,True
148,75.0,595.3066666666666,117.42666666666666,16.0,4.652739825194544,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.290796239074659,True
149,73.0,412.2739726027397,114.32876712328768,15.0,4.773803211607569,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3182535474405046,True
151,100.0,500.56,114.47,18.0,5.524866452500896,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.30693702513893867,True
152,83.0,477.90361445783134,121.06024096385542,17.0,4.848568701092889,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.28520992359369934,True
153,100.0,566.63,118.35,20.0,4.981152548126914,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2490576274063457,True
155,65.0,429.4153846153846,117.87692307692308,14.0,4.615191714100206,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.32965655100715757,True
156,92.0,350.0108695652174,112.90217391304348,17.0,5.325074207778257,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.31323965928107395,True
157,67.0,472.3880597014925,119.17910447761194,13.0,4.921105600831438,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3785465846793414,True
158,110.0,524.3090909090909,121.62727272727273,19.0,5.694351599300944,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.29970271575268126,True
159,106.0,436.12264150943395,115.44339622641509,18.0,5.8696491985324935,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3260916221406941,True
160,88.0,323.1818181818182,121.0340909090909,16.0,5.349152954098511,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.33432205963115696,True
161,58.0,587.0862068965517,117.34482758620689,12.0,4.7832995385711135,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.39860829488092614,True
162,66.0,419.8333333333333,129.83333333333334,13.0,5.024496234463745,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.38649971034336505,True
163,148.0,439.8918918918919,112.56756756756756,24.0,6.155398825888905,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2564749510787044,True
164,76.0,396.44736842105266,130.19736842105263,16.0,4.749784645450909,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2968615403406818,True
165,100.0,306.55,118.5,18.0,5.555619925713525,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3086455514285291,True
166,73.0,456.94520547945206,119.23287671232876,14.0,5.128075419970052,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.36629110142643223,True
167,56.0,429.60714285714283,126.83928571428571,12.0,4.6629985709930395,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.38858321424941994,True
168,84.0,460.54761904761904,119.13095238095238,16.0,5.185537101179977,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3240960688237486,True
169,74.0,390.27027027027026,113.51351351351352,14.0,5.256921855802192,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.37549441827158514,True
170,103.0,365.97087378640776,125.95145631067962,19.0,5.4200432319764005,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.28526543326191584,True
172,87.0,423.2413793103448,128.5977011494253,15.0,5.778132160715131,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3852088107143421,True
173,100.0,571.59,116.54,20.0,4.998231410185322,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2499115705092661,True
174,84.0,323.2857142857143,114.73809523809524,15.0,5.396047396531429,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.35973649310209527,True
175,89.0,380.82022471910113,122.42696629213484,17.0,5.0677301121964415,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.29810177130567306,True
176,59.0,405.2542372881356,127.05084745762711,11.0,5.164653594017034,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.46951396309245763,True
177,66.0,392.1818181818182,114.43939393939394,12.0,5.103016409169197,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.42525136743076647,True
178,90.0,368.73333333333335,117.28888888888889,16.0,5.587072635531243,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3491920397207027,True
179,84.0,566.9166666666666,118.51190476190476,16.0,5.185862999779666,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.32411643748622915,True
180,86.0,368.43023255813955,120.3953488372093,15.0,5.622564180529525,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3748376120353017,True
181,97.0,501.8453608247423,120.0618556701031,18.0,5.368533187778714,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2982518437654841,True
182,67.0,477.17910447761193,131.86567164179104,13.0,5.089663290976161,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.39151256084432007,True
184,72.0,350.84722222222223,114.34722222222223,13.0,5.457024783287973,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.4197711371759979,True
185,140.0,400.3285714285714,117.92857142857143,25.0,5.581708791108333,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.22326835164433334,True
186,88.0,356.4886363636364,122.73863636363636,15.0,5.675695403119226,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.37837969354128176,True
187,109.0,387.302752293578,130.63302752293578,20.0,5.405671998240434,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2702835999120217,True
188,127.0,539.496062992126,120.89763779527559,23.0,5.524731746008336,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.24020572808731896,True
189,64.0,545.671875,121.40625,12.0,5.16587484924036,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.43048957077003003,True
190,68.0,352.86764705882354,116.48529411764706,14.0,4.847766520885725,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3462690372061232,True
191,102.0,447.52941176470586,118.99019607843137,20.0,5.08721868835332,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.254360934417666,True
192,123.0,514.0162601626016,119.27642276422765,20.0,6.081872274327383,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3040936137163691,True
193,64.0,414.359375,130.5625,14.0,4.561310033084973,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3258078595060695,True
194,101.0,368.03960396039605,125.64356435643565,21.0,4.769689149516715,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2271280547388912,True
195,103.0,409.77669902912623,112.41747572815534,17.0,5.976263073961388,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.35154488670361106,True
197,88.0,550.0454545454545,115.07954545454545,18.0,4.889528885947363,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2716404936637424,True
198,110.0,338.1545454545454,114.7090909090909,20.0,5.491874857756139,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.27459374288780697,True
200,70.0,380.24285714285713,131.47142857142856,14.0,4.977330917320371,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.35552363695145506,True
202,109.0,413.9449541284404,127.55045871559633,21.0,5.1743498591633585,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.24639761234111232,True
203,67.0,450.6119402985075,115.59701492537313,14.0,4.735166241867489,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3382261601333921,True
204,78.0,381.44871794871796,125.11538461538461,16.0,4.8769358171944655,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3048084885746541,True
205,68.0,479.45588235294116,135.58823529411765,13.0,5.140521775950587,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.395424751996199,True
206,81.0,327.28395061728395,126.0,15.0,5.358258373545028,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.35721722490300184,True
207,138.0,510.7608695652174,118.10144927536231,22.0,6.2560900132014785,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.28436772787279446,True
208,102.0,423.44117647058823,142.73529411764707,20.0,5.062135710207761,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.253106785510388,True
209,67.0,396.86567164179104,139.2089552238806,13.0,5.035013990740454,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3873087685184965,True
210,58.0,623.0344827586207,114.65517241379311,12.0,4.77866909022898,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3982224241857483,True
211,105.0,379.65714285714284,115.57142857142857,20.0,5.199254584298865,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.25996272921494323,True
212,49.0,503.51020408163265,119.36734693877551,11.0,4.28282821459893,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3893480195089936,True
213,59.0,594.5932203389831,119.72881355932203,13.0,4.554945820200863,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.35038044770775867,True
214,67.0,428.1641791044776,122.64179104477611,15.0,4.418826126789798,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2945884084526532,True
215,80.0,493.4125,116.6,16.0,4.980899150895226,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.31130619693095163,True
216,118.0,404.83898305084745,126.45762711864407,22.0,5.356933848747985,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.24349699312490844,True
217,65.0,559.876923076923,118.0,13.0,4.998365336072197,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.3844896412363229,True
218,59.0,397.96610169491527,139.96610169491527,12.0,4.849685512388827,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.4041404593657356,True
219,141.0,431.8723404255319,120.02836879432624,26.0,5.412039330275705,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.20815535885675787,True
220,101.0,554.009900990099,115.57425742574257,20.0,5.023615019612232,162.24815731456349,109.75378479287404,,dilution,8.0,7,0.2511807509806116,True
