strain,area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number,yfp_bg_val,mCherry_bg_val,IPTGuM
delta,265.0,1589.0075471698115,184.84528301886792,2.3126737966322275,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,343.0,1319.7026239067054,184.76967930029159,1.8734668168895023,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,602.0,845.7790697674419,190.3455149501661,1.1005491504750462,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,661.0,969.393343419062,188.00756429652043,1.3021505587440525,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,505.0,817.2336633663367,186.17821782178214,1.0539947036456079,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,524.0,943.7061068702292,188.337786259542,1.260257475447066,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,409.0,786.8948655256723,183.799511002445,1.0045154308303652,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,372.0,850.6532258064516,187.70161290322582,1.1084983677665423,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,635.0,673.8204724409449,195.7259842519685,0.8201034190808995,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,634.0,708.6845425867508,198.3391167192429,0.8769629178406674,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,355.0,1158.5014084507045,184.7492957746479,1.610565202936772,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,375.0,1107.8506666666667,184.57866666666663,1.527959363239732,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,492.0,770.7703252032519,187.3313008130081,0.9782180628916772,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,799.0,678.3204005006257,197.49561952440553,0.8274423113232113,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,295.0,1263.6745762711864,183.4779661016949,1.7820911773924242,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,794.0,956.2997481108313,182.5352644836272,1.2807963317970643,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,562.0,673.4110320284698,197.6334519572954,0.8194356663908675,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,513.0,690.1832358674463,192.3508771929825,0.8467893029396852,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,393.0,585.1933842239185,191.8625954198473,0.6755622971899989,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,501.0,760.0518962075847,189.03393213572852,0.9607374733438412,0.0,20181005,glucose,37,O2,1,172.48494328262322,192.06207144484574,0
delta,323.0,548.5325077399381,186.37151702786372,0.6157724031169556,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,524.0,826.8988549618322,187.69465648854958,1.0697575777804602,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,695.0,1258.6676258992807,175.46906474820145,1.7739253870165164,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,317.0,578.9526813880126,183.99684542586755,0.6653843910053717,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,589.0,701.3225806451613,184.93378607809845,0.8649563602546874,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,432.0,785.2106481481482,182.71990740740745,1.0017686558414434,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,368.0,701.2391304347825,187.83695652173915,0.8648202620563507,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,248.0,743.391129032258,176.63306451612902,0.933565577848552,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,788.0,1603.2779187817262,177.23350253807106,2.3359472174799847,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,256.0,989.0390625,176.8515625,1.3341905854834926,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,588.0,823.5697278911565,189.18027210884352,1.0643281343518949,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,326.0,928.9938650306748,189.35582822085888,1.2362634124150946,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,461.0,792.7960954446854,187.39913232104118,1.014139693684873,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,365.0,642.3506849315069,191.12602739726032,0.7687796253763856,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,584.0,956.375,190.1815068493151,1.2809190594269988,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,628.0,884.7133757961783,187.03184713375802,1.1640467603666922,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,329.0,597.1398176291792,180.95136778115503,0.6950456280962669,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,289.0,893.7093425605536,189.13840830449826,1.1787182017372126,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,325.0,736.1538461538463,189.36615384615382,0.9217623582265122,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,292.0,1050.5616438356162,190.01712328767124,1.434527210625667,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,330.0,868.1454545454545,190.16363636363639,1.1370262864556506,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,343.0,688.472303206997,188.7667638483965,0.8439989582358681,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,586.0,656.1843003412969,193.6621160409556,0.7913407444581942,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,540.0,812.0314814814815,193.4333333333333,1.0455105119493158,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,446.0,694.9529147982062,194.30044843049328,0.8545681294540259,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,360.0,888.1694444444445,194.70277777777775,1.1696832316736256,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,326.0,759.0122699386502,188.4601226993865,0.9590419562025009,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,516.0,650.2848837209302,182.45542635658921,0.7817194388961572,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,516.0,907.2538759689924,192.18604651162792,1.2008078595803142,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,483.0,680.9316770186335,196.2153209109731,0.8317010187350576,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,475.0,1144.8568421052632,184.66315789473686,1.5883124022754729,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,404.0,688.8242574257425,194.74257425742573,0.8445729572090389,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,536.0,764.3003731343283,190.25746268656715,0.9676662761926428,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,397.0,883.7380352644836,190.0050377833753,1.162456086256632,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,289.0,997.6712802768166,195.42906574394462,1.3482687918983565,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,260.0,984.3884615384616,195.3923076923077,1.3266059621592827,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,401.0,659.0074812967581,197.32668329177056,0.7959450449131991,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,352.0,869.8096590909091,195.8465909090909,1.1397404226965582,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,525.0,711.622857142857,191.96,0.8817549886505305,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,405.0,1038.8345679012343,189.3530864197531,1.415401627847808,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,271.0,936.2619926199263,189.43542435424354,1.248116936398914,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,393.0,522.0890585241731,198.80407124681932,0.5726460193757661,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,560.0,753.5125,199.74821428571425,0.9500724308229948,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,286.0,777.3041958041957,190.2132867132867,0.9888740937502988,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,495.0,1547.5454545454545,195.28484848484848,2.2450536422930303,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,436.0,719.5160550458716,184.87614678899087,0.8946279341930359,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,482.0,714.8091286307052,197.6887966804979,0.8869514501925683,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,414.0,640.5483091787439,195.78985507246375,0.765840146954897,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,573.0,737.4537521815007,198.47993019197207,0.92388236328783,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,532.0,809.9135338345865,195.41165413533835,1.0420563701609862,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,322.0,815.2515527950311,189.7608695652174,1.0507620973234106,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,328.0,734.2743902439024,186.20121951219508,0.9186971704692148,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,389.0,760.6478149100258,189.16195372750641,0.9617093518015386,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,392.0,735.6683673469388,196.72193877551018,0.920970595202178,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,359.0,1021.4011142061279,186.0779944289694,1.3869695648497182,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,394.0,898.5634517766498,192.68781725888329,1.1866347248453328,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,376.0,605.3324468085108,189.24734042553192,0.7084069134170362,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,363.0,681.4931129476582,192.15702479338842,0.8326166595474059,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,324.0,807.5524691358023,180.95987654320987,1.0382057309570494,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,282.0,905.7021276595744,182.10638297872345,1.1982771272043806,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,383.0,933.4516971279373,181.66840731070496,1.2435336507305148,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,653.0,932.6967840735068,181.16385911179174,1.2423024698126646,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,408.0,596.9093137254903,188.05637254901958,0.6946697013507342,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,337.0,847.6943620178041,178.63204747774483,1.1036727833979556,0.0,20181005,glucose,37,O2,1,162.56743232809626,189.8708239411203,0
delta,456.0,736.9758771929825,175.9956140350877,0.9231030012625888,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,744.0,659.6478494623657,188.16397849462365,0.7969894156010124,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,482.0,472.76763485477176,187.87344398340247,0.4922081526484452,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,433.0,583.6628175519629,174.88221709006928,0.6730661097562932,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,383.0,840.7493472584856,190.91906005221927,1.092346221225422,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,275.0,764.0836363636363,191.22909090909093,0.9673128021406224,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,717.0,782.5090655509067,191.60669456066947,0.9973626690563422,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,534.0,776.9943820224719,191.52996254681648,0.9883688212372496,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,556.0,712.6654676258992,195.96043165467626,0.8834553727198468,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,609.0,546.3316912972085,194.05582922824303,0.6121831113540456,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,639.0,675.5743348982786,193.57276995305165,0.8229637776047469,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,623.0,643.3290529695024,197.17014446227932,0.7703752370192705,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,654.0,676.5672782874618,185.69571865443424,0.8245831600569296,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,665.0,696.4240601503758,196.53984962406014,0.8569674071911719,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,614.0,563.457654723127,196.14006514657981,0.6401136912348052,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,428.0,537.4158878504672,199.1051401869159,0.5976424076180159,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,485.0,537.8845360824743,197.83711340206185,0.5984067218089617,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,683.0,812.9502196193265,197.3718887262079,1.047008873723798,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,758.0,775.9036939313983,195.0408970976253,0.9865900278289548,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,563.0,946.936056838366,196.1474245115453,1.265525171830171,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,444.0,619.9977477477478,197.38738738738738,0.7323244209564274,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,660.0,712.2454545454545,197.1121212121212,0.8827703771606147,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,547.0,834.9890310786107,197.53016453382085,1.082951773322016,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,519.0,580.8150289017342,198.67052023121389,0.6684216768329829,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,686.0,774.5174927113702,195.54373177842567,0.9843292847137262,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,434.0,911.327188940092,196.07142857142856,1.2074509891076413,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,570.0,899.9017543859649,196.5859649122807,1.188817350546701,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,904.0,1034.7931415929204,196.03650442477883,1.4088105019923285,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,661.0,934.2647503782147,195.11497730711045,1.2448596519714041,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,381.0,861.7506561679792,194.84251968503938,1.1265970672367702,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,543.0,490.0405156537754,199.3941068139964,0.5203783387529699,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,555.0,1004.1387387387387,196.38738738738738,1.3588165117961364,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,584.0,876.3972602739726,197.99828767123287,1.1504840822788087,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,749.0,859.6194926568759,198.128170894526,1.1231213718142434,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,513.0,686.2495126705653,194.17933723196882,0.8403738291209684,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,493.0,878.1947261663286,197.48884381338746,1.153415553253073,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,521.0,890.0671785028792,197.1439539347409,1.1727782290990745,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,759.0,647.935441370224,197.78129117259556,0.7778877544752779,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,437.0,799.8077803203661,197.77574370709385,1.0255749875511746,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,632.0,678.876582278481,193.21677215189877,0.8283493831876239,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,566.0,969.4134275618376,193.98056537102474,1.3021833137920562,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,427.0,699.5105386416861,197.52927400468383,0.86200111723176,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,362.0,740.9005524861877,191.82596685082873,0.9295037189364932,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,590.0,1458.5796610169489,200.98813559322036,2.0999601289527834,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,556.0,1058.5845323741007,201.2140287769784,1.4476116674603368,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,686.0,719.1793002915452,199.4227405247813,0.8940787238898245,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,423.0,789.8416075650117,190.61702127659572,1.0093212459469154,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,455.0,649.8813186813187,198.94285714285718,0.7810612682989404,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,336.0,746.7946428571429,199.5059523809524,0.9391163379662192,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,429.0,515.983682983683,199.8111888111888,0.562688817261366,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,430.0,685.3255813953489,197.4813953488372,0.8388669979054053,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,609.0,656.9720853858785,198.16912972085385,0.7926255360094394,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,441.0,579.4897959183672,198.18594104308391,0.6662603662671479,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,321.0,689.1246105919004,198.81308411214954,0.8450628004891615,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,523.0,701.6596558317401,191.55258126195025,0.8655060931479802,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,711.0,876.985935302391,194.13220815752464,1.1514441470936247,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,439.0,878.1731207289292,198.94305239179954,1.1533803171393355,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,399.0,755.8922305764412,198.45614035087718,0.9539535120390962,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,394.0,614.0837563451778,199.23604060913704,0.7226793455130438,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,286.0,822.9895104895105,197.88111888111888,1.0633818630045937,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,439.0,418.19362186788163,188.48063781321187,0.40320388519584177,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,408.0,506.8235294117647,198.05882352941174,0.5477496051015825,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,820.0,814.6036585365854,198.8219512195122,1.0497054523984066,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,437.0,676.4622425629292,196.9496567505721,0.8244118582374971,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,616.0,1005.4512987012987,195.03733766233762,1.3609571540462002,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,635.0,743.9984251968502,193.5055118110236,0.9345560117070498,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,582.0,636.180412371134,194.13745704467357,0.7587165832953349,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
delta,514.0,528.5019455252918,196.65564202334633,0.5831047391684265,0.0,20181005,glucose,37,O2,1,165.41675988048001,190.29688028472583,0
