I_1,I_2,summed,fluct,date,run_no,temp,carbon,operator
40390.67538286251,43707.220617932195,84097.8960007947,10999472.296263445,20181004,1,37,glucose,O2
42340.58878485498,37056.717474749516,79397.30625960449,27919296.021755666,20181004,1,37,glucose,O2
26559.049836150654,32590.747950241053,59149.797786391704,36381382.13952167,20181004,1,37,glucose,O2
24441.530248105453,20668.234648561196,45109.764896666646,14237759.681540055,20181004,1,37,glucose,O2
34631.73391961205,35588.88679863276,70220.62071824481,916141.633817631,20181004,1,37,glucose,O2
25564.279154681724,25207.470253457614,50771.74940813934,127312.59199275721,20181004,1,37,glucose,O2
28507.48428408663,24684.19255667418,53191.67684076081,14617559.632900463,20181004,1,37,glucose,O2
27094.325118700555,30629.286898945382,57723.61201764594,12495954.787791673,20181004,1,37,glucose,O2
25944.814231254226,22037.116117163834,47981.93034841806,15270104.550865604,20181004,1,37,glucose,O2
21048.126275661016,21203.73779174387,42251.86406740489,24214.943937604894,20181004,1,37,glucose,O2
44985.70344412051,47075.41171670809,92061.1151608286,4366880.664520971,20181004,1,37,glucose,O2
58907.19014244066,60296.113702930306,119203.30384537097,1929108.6568832346,20181004,1,37,glucose,O2
45577.82197551788,49360.627004610156,94938.44898012804,14309613.888125818,20181004,1,37,glucose,O2
33189.80020062522,27041.900829261762,60231.701029886986,37796666.68041121,20181004,1,37,glucose,O2
34099.42574733708,36540.64103523916,70640.06678257624,5959532.0818868335,20181004,1,37,glucose,O2
127825.26658195101,125161.4397779661,252986.70635991712,7095973.241628518,20181004,1,37,glucose,O2
35169.29077107719,35599.00920216195,70768.29997323913,184657.93001394658,20181004,1,37,glucose,O2
30017.59894335216,32579.661352233506,62597.26029558567,6564163.787002884,20181004,1,37,glucose,O2
50296.864067404866,53978.91631778907,104275.78038519394,13557508.774559407,20181004,1,37,glucose,O2
44662.325118700544,45663.83213401506,90326.15725271561,1003016.301724185,20181004,1,37,glucose,O2
135005.14176418833,134648.62459037665,269653.766354565,127104.49522266544,20181004,1,37,glucose,O2
38053.9187320226,49711.821975517865,87765.74070754046,135906708.03469747,20181004,1,37,glucose,O2
28446.991299401114,39260.77601149906,67707.76731090018,116937939.79960325,20181004,1,37,glucose,O2
21507.94679328059,27463.49202835027,48971.43882163086,35468519.046961166,20181004,1,37,glucose,O2
23744.82197551788,31303.23464856119,55048.056624079065,57129602.1360217,20181004,1,37,glucose,O2
34146.4678392241,36995.52008960827,71141.98792883236,8117098.725419111,20181004,1,37,glucose,O2
34967.05129404896,34966.03726341995,69933.0885574689,1.0282581165602598,20181004,1,37,glucose,O2
27237.66522436534,27402.057580414305,54639.722804779645,27024.8467273293,20181004,1,37,glucose,O2
32230.991299401117,29703.713602617703,61934.70490201882,6387132.556658879,20181004,1,37,glucose,O2
24323.699571988695,23745.8384203804,48069.53799236909,333923.51053806243,20181004,1,37,glucose,O2
25773.11998929566,28382.27286831637,54155.39285761203,6807678.746102052,20181004,1,37,glucose,O2
22750.679254994342,31901.960823909583,54652.640078903925,83745954.3535678,20181004,1,37,glucose,O2
27008.49444258379,29239.685541359697,56248.17998394348,4978213.719256842,20181004,1,37,glucose,O2
39167.49831471563,42327.56072359697,81495.05903831261,9985994.42802495,20181004,1,37,glucose,O2
45151.5645957288,31348.52637597362,76500.09097170242,190523864.09602228,20181004,1,37,glucose,O2
34547.99904366476,31643.272868316373,66191.27191198114,8437434.153754048,20181004,1,37,glucose,O2
29936.634748873803,26533.0856416723,56469.72039054611,11584146.525132148,20181004,1,37,glucose,O2
36534.66522436533,41277.25883768737,77811.9240620527,22492194.18112299,20181004,1,37,glucose,O2
34305.02951915629,30021.09192803765,64326.121447193946,18352121.284599375,20181004,1,37,glucose,O2
27599.546692967968,33238.2065873032,60837.753280271165,31794485.403984576,20181004,1,37,glucose,O2
26724.077897408653,27198.49831471563,53922.57621212429,225074.73235772664,20181004,1,37,glucose,O2
37264.70973048587,36547.55685146515,73812.26658195103,514308.2518877014,20181004,1,37,glucose,O2
43828.48815621844,44431.234648561185,88259.72280477962,363303.3340314851,20181004,1,37,glucose,O2
37733.091928037655,36407.00533003013,74140.09725806778,1758505.6654151713,20181004,1,37,glucose,O2
35617.81423125423,48000.7276332467,83618.54186450093,153336544.32124466,20181004,1,37,glucose,O2
57638.953079645944,62925.675382862515,120564.62846250847,27949432.711327527,20181004,1,37,glucose,O2
25270.7556945047,23556.0154885273,48826.771183032004,2940333.973995414,20181004,1,37,glucose,O2
19027.18239817701,19324.953079645944,38352.13547782296,88667.37874247313,20181004,1,37,glucose,O2
12271.886798632759,16185.321246568727,28457.208045201485,15314969.178291894,20181004,1,37,glucose,O2
15114.954537544232,16481.165953314485,31596.120490858717,1866533.632580958,20181004,1,37,glucose,O2
9192.09192803766,9454.776011499052,18646.867939536714,69002.92770395167,20181004,1,37,glucose,O2
26591.922604154417,36456.013074293776,63047.93567844819,97300280.80309412,20181004,1,37,glucose,O2
79285.02323279093,65780.7837557627,145065.80698855364,182364483.8529276,20181004,1,37,glucose,O2
48620.61684611299,40662.71747474952,89283.33432086252,63328162.40474711,20181004,1,37,glucose,O2
45760.9467932806,47808.17223967984,93569.11903296044,4191132.0283845803,20181004,1,37,glucose,O2
80778.03339128812,55483.755694504696,136261.7890857928,639800484.2019953,20181004,1,37,glucose,O2
48397.02951915629,36849.99129940112,85247.02081855742,133334091.64848673,20181004,1,37,glucose,O2
48369.52250384179,43241.411716708084,91610.93422054988,26297520.245117098,20181004,1,37,glucose,O2
17429.214331566844,14641.31496020337,32070.529291770214,7772382.904848851,20181004,1,37,glucose,O2
15592.55443723163,15620.429619468909,31212.984056700538,777.02578476145,20181004,1,37,glucose,O2
12098.776011499045,11158.67151073069,23257.447522229733,883796.4723649182,20181004,1,37,glucose,O2
50964.91873202259,44410.14805055366,95375.06678257625,42965018.68664466,20181004,1,37,glucose,O2
28477.824389751404,25406.78616999623,53884.610559747634,9431275.747197025,20181004,1,37,glucose,O2
19157.40784457626,18938.45622282862,38095.86406740488,47939.81266592214,20181004,1,37,glucose,O2
17654.627004610164,17399.956951777764,35054.58395638793,64856.83580965739,20181004,1,37,glucose,O2
44969.325118700544,44875.488156218446,89844.813274919,8805.375527866836,20181004,1,37,glucose,O2
52316.297057442556,53617.019360659135,105933.31641810169,1691878.5100850407,20181004,1,37,glucose,O2
23907.54669296798,29085.78616999622,52993.3328629642,26814164.081453707,20181004,1,37,glucose,O2
24361.671510730688,25697.154336919004,50058.82584764969,1783514.3790439314,20181004,1,37,glucose,O2
30471.82438975141,29093.647321604505,59565.471711355916,1899372.031166002,20181004,1,37,glucose,O2
34573.01936065912,33775.8524510094,68348.87181166852,635475.081840486,20181004,1,37,glucose,O2
29556.053708282485,36247.01548852729,65803.06919680978,44768969.54469678,20181004,1,37,glucose,O2
36292.95307964594,30392.991299401117,66685.94437904705,34809549.00834962,20181004,1,37,glucose,O2
29663.00533003013,27398.876640135593,57061.88197016572,5126278.72440355,20181004,1,37,glucose,O2
28957.13160569113,29543.343021461376,58500.47462715251,343643.82397935545,20181004,1,37,glucose,O2
38253.821975517865,35869.20030093784,74123.02227645571,5686420.530876851,20181004,1,37,glucose,O2
27801.939049016946,27928.623132478326,55730.562181495276,16048.857002449764,20181004,1,37,glucose,O2
31181.536534470797,24971.560723596984,56153.09725806778,38563799.57163788,20181004,1,37,glucose,O2
29164.42187520526,27073.747950241046,56238.169825446304,4370917.460525265,20181004,1,37,glucose,O2
19157.612973981162,20472.574754225978,39630.18772820714,1729124.4835046148,20181004,1,37,glucose,O2
16717.202715171363,15605.647321604514,32322.850036775875,1235555.3929675517,20181004,1,37,glucose,O2
15825.928890519766,13853.039677653476,29678.968568173244,3892291.84624417,20181004,1,37,glucose,O2
15907.355594192084,15476.40784457626,31383.763438768343,185715.96289894238,20181004,1,37,glucose,O2
39638.8243897514,46926.97726877213,86565.80165852353,53117172.38797816,20181004,1,37,glucose,O2
40218.92501838795,37872.64732160451,78091.57233999246,5505019.030423386,20181004,1,37,glucose,O2
34810.1644954162,41003.0014578983,75813.1659533145,38351229.6438846,20181004,1,37,glucose,O2
45384.761980870055,45275.866481638404,90660.62846250847,11858.229752910356,20181004,1,37,glucose,O2
37567.21433156686,41800.97485453858,79368.18918610545,17924728.165873796,20181004,1,37,glucose,O2
38361.999043664764,42716.07548317512,81078.07452683989,18957981.641099162,20181004,1,37,glucose,O2
93576.29610110732,63976.52396174009,157552.8200628474,876146510.7024606,20181004,1,37,glucose,O2
93409.03243495288,94033.2206179322,187442.25305288506,389610.8877710161,20181004,1,37,glucose,O2
51286.27045408285,46634.196428806004,97920.46688288885,21641792.736655504,20181004,1,37,glucose,O2
26191.912445657235,34042.3048017062,60234.21724736344,61628660.14391206,20181004,1,37,glucose,O2
42279.922604154424,36742.540406602624,79022.46301075706,30662601.601763606,20181004,1,37,glucose,O2
73666.55830936345,84284.80940278717,157951.36771215062,112747256.28299406,20181004,1,37,glucose,O2
50948.61055974762,50860.26029558566,101808.87085533328,7805.769177488718,20181004,1,37,glucose,O2
35677.25883768738,43177.5365344708,78854.79537215817,56254165.528866716,20181004,1,37,glucose,O2
17378.081769540477,20840.46009496044,38218.54186450092,11988063.668337943,20181004,1,37,glucose,O2
35942.039677653476,38288.93904901694,74230.97872667041,5507936.659306216,20181004,1,37,glucose,O2
37502.06386677965,37587.609101849324,75089.67296862898,7317.987243125499,20181004,1,37,glucose,O2
45183.6995719887,43403.95307964594,88587.65265163463,3167497.5770063633,20181004,1,37,glucose,O2
53185.772139367225,45556.49444258379,98742.26658195101,58205878.17463717,20181004,1,37,glucose,O2
45389.36092422222,50498.89212866288,95888.2530528851,26107309.129152823,20181004,1,37,glucose,O2
53269.47171135593,40913.08951380414,94182.56122516007,152680181.01197487,20181004,1,37,glucose,O2
28837.97726877212,29799.570882094155,58637.54815086628,924662.277181727,20181004,1,37,glucose,O2
31242.66135223352,29505.7136026177,60748.37495485122,3016987.484895467,20181004,1,37,glucose,O2
25709.039677653476,31044.039677653476,56753.07935530695,28462225.0,20181004,1,37,glucose,O2
34272.512345344614,42660.42574733709,76932.9380926817,70357091.23932497,20181004,1,37,glucose,O2
27639.709730485876,30604.890670764587,58244.60040125046,8792298.008592142,20181004,1,37,glucose,O2
51133.63716310734,56465.258837687375,107598.89600079472,28426189.680851605,20181004,1,37,glucose,O2
29807.13014779283,27298.446064331438,57105.576212124266,6293495.830612516,20181004,1,37,glucose,O2
25115.19255667419,24003.64732160451,49118.8398782787,1235532.8096061093,20181004,1,37,glucose,O2
8765.967110274938,8139.876640135589,16905.843750410528,391989.27679931134,20181004,1,37,glucose,O2
29298.723761114867,34012.53266233898,63311.256423453844,22219994.357259657,20181004,1,37,glucose,O2
35666.20271517137,34583.56072359697,70249.76343876834,1172113.6819201773,20181004,1,37,glucose,O2
25348.24480705838,28060.89067076458,53409.13547782296,7358447.581882349,20181004,1,37,glucose,O2
42401.11998929565,45117.25883768736,87518.37882698301,7377410.2437426485,20181004,1,37,glucose,O2
108242.15820905083,92248.97098240675,200491.12919145758,255782037.66649127,20181004,1,37,glucose,O2
69398.65506586815,82776.47171135592,152175.12677722407,178965978.20028952,20181004,1,37,glucose,O2
33695.28061258002,43222.39914397739,76917.67975655741,90765987.51129517,20181004,1,37,glucose,O2
34730.158209050845,32503.09580016948,67233.25400922033,4959806.973052463,20181004,1,37,glucose,O2
17544.940506915238,23980.749408139345,41525.68991505458,41419636.21307545,20181004,1,37,glucose,O2
16591.70731625235,15278.397686079088,31870.10500233144,1724782.1847058258,20181004,1,37,glucose,O2
20283.307215939723,20430.925018387938,40714.23223432766,21791.015599639995,20181004,1,37,glucose,O2
17862.925018387938,19998.345435694904,37861.27045408284,4560020.358651459,20181004,1,37,glucose,O2
45360.89841502823,41395.009202161935,86755.90761719015,15728277.248729216,20181004,1,37,glucose,O2
37482.49202835027,39800.87035377024,77283.36238212051,5374878.059777087,20181004,1,37,glucose,O2
24873.43590583426,26953.985013035763,51827.42091887002,4328684.587476971,20181004,1,37,glucose,O2
30155.32124656872,28114.661352233517,58269.982598802235,4164292.8043481647,20181004,1,37,glucose,O2
25494.449936463272,29741.870353770235,55236.3202902335,18040580.201356053,20181004,1,37,glucose,O2
29526.59265698681,33877.085641672296,63403.678298659106,18926789.209797632,20181004,1,37,glucose,O2
35360.69328562335,27370.99517153295,62731.6884571563,63835275.95429962,20181004,1,37,glucose,O2
31941.46396709227,46482.276740448186,78423.74070754045,211435236.10979056,20181004,1,37,glucose,O2
27175.689413491513,30438.56072359697,57614.250137088486,10646329.186309297,20181004,1,37,glucose,O2
26303.751822372866,30392.93276265159,56696.68458502446,16721400.762338804,20181004,1,37,glucose,O2
37713.311088071554,37535.09580016948,75248.40688824104,31760.68884201852,20181004,1,37,glucose,O2
29509.369624821076,29530.67538286252,59040.0450076836,453.93532572049,20181004,1,37,glucose,O2
32891.53266233897,37809.9874272693,70701.52008960827,24191197.274665844,20181004,1,37,glucose,O2
16803.477997721264,17090.616846112982,33894.094843834246,82448.71825572205,20181004,1,37,glucose,O2
15655.210459435013,21990.630876741987,37645.841336177,40137551.86403007,20181004,1,37,glucose,O2
16453.647321604512,31918.2346485612,48371.88197016571,239153461.19306937,20181004,1,37,glucose,O2
34537.07161104331,36135.50218684744,70672.57379789076,2554980.305665523,20181004,1,37,glucose,O2
26653.981140903947,27472.890670764595,54126.87181166854,670612.8180965876,20181004,1,37,glucose,O2
20540.73779174387,23781.747950241042,44322.485741984914,10504146.847481856,20181004,1,37,glucose,O2
30199.234648561185,25525.866481638408,55725.10113019959,21840370.023607157,20181004,1,37,glucose,O2
44582.87035377024,38815.7416638757,83398.61201764594,33259773.325804714,20181004,1,37,glucose,O2
30095.512345344632,28808.508473212805,58904.02081855744,1656378.966882316,20181004,1,37,glucose,O2
30662.58878485499,34563.10595866665,65225.69474352164,15214034.223199718,20181004,1,37,glucose,O2
36352.48815621844,40493.894542896414,76846.38269911485,17151246.85961713,20181004,1,37,glucose,O2
26934.17852604519,25043.049836150658,51977.22836219585,3576367.721742212,20181004,1,37,glucose,O2
29967.52637597363,37103.81810338606,67071.34447935969,50926659.61873509,20181004,1,37,glucose,O2
17885.556851465153,17710.647321604512,35596.204173069666,30593.34363607038,20181004,1,37,glucose,O2
19339.168367548013,20177.737791743868,39516.90615929188,703198.6791961684,20181004,1,37,glucose,O2
14719.67151073069,18376.623132478337,33096.294643209025,13373295.163802743,20181004,1,37,glucose,O2
16936.74795024105,15114.331405065905,32051.079355306952,3321202.0641281116,20181004,1,37,glucose,O2
54967.46783922409,45437.4538085951,100404.9216478192,90821167.42398542,20181004,1,37,glucose,O2
27848.84616464405,33877.68699925799,61726.53316390204,36346921.80910851,20181004,1,37,glucose,O2
31088.47025345762,31642.41800307344,62730.88825653106,306858.10930442886,20181004,1,37,glucose,O2
44042.52008960827,35873.92260415442,79916.44269376268,66725984.87936298,20181004,1,37,glucose,O2
28341.995171532948,33772.23852069301,62114.23369222596,29487542.83109711,20181004,1,37,glucose,O2
34146.65506586815,31465.908573525416,65612.56363939357,7186401.756207882,20181004,1,37,glucose,O2
45450.63087674198,44297.82197551788,89748.45285225986,1328968.3627415248,20181004,1,37,glucose,O2
30325.32124656872,31778.38365545009,62103.70490201881,2111390.3641041224,20181004,1,37,glucose,O2
30629.283026813555,22794.216745800368,53423.499772613926,61388263.627869815,20181004,1,37,glucose,O2
28814.077897408664,27805.58491272315,56619.66281013181,1017058.1001598998,20181004,1,37,glucose,O2
31351.828261883238,23344.67538286251,54696.50364474575,64114497.22800991,20181004,1,37,glucose,O2
10102.307215939727,10217.043549785296,20319.350765725023,13164.426304321834,20181004,1,37,glucose,O2
7840.345435694909,9224.279154681728,17064.624590376636,1915272.5385486884,20181004,1,37,glucose,O2
27543.355594192086,32715.73779174388,60259.093385935965,26753537.597550716,20181004,1,37,glucose,O2
35245.37978331827,31702.747950241053,66948.12773355932,12550240.304732032,20181004,1,37,glucose,O2
20057.79391425988,23807.7556945047,43865.54960876458,14062213.353296895,20181004,1,37,glucose,O2
17837.630876741987,21148.644907370992,38986.27578411298,10962813.91102213,20181004,1,37,glucose,O2
32930.48428408662,37373.178526045194,70303.66281013182,19737532.127531882,20181004,1,37,glucose,O2
35245.675382862515,36275.866481638404,71521.54186450092,1061293.699997074,20181004,1,37,glucose,O2
27321.838420380405,28022.74795024105,55344.58637062146,491274.1690494696,20181004,1,37,glucose,O2
23859.460094960446,19548.196428806015,43407.65652376646,18586994.399103347,20181004,1,37,glucose,O2
55238.1277335593,61138.63474887382,116376.76248243311,34815983.037775874,20181004,1,37,glucose,O2
35947.866481638404,35253.31108807156,71201.17756970997,482407.1947327923,20181004,1,37,glucose,O2
27356.268996184557,32908.10595866665,60264.37495485121,30822893.657982416,20181004,1,37,glucose,O2
36996.87664013559,34961.13014779283,71958.00678792842,4144263.781085857,20181004,1,37,glucose,O2
20033.949207514113,19084.570882094158,39118.52008960827,901319.2047771984,20181004,1,37,glucose,O2
53402.258837687375,47101.091928037655,100503.35076572503,39704704.423264615,20181004,1,37,glucose,O2
40480.11611716383,36723.91485989076,77204.03097705459,14109047.88513977,20181004,1,37,glucose,O2
7225.925018387936,8729.206587303195,15955.131605691131,2259855.475440324,20181004,1,37,glucose,O2
9148.96323814312,8448.66135223351,17597.624590376632,490422.7314085565,20181004,1,37,glucose,O2
31709.383655450085,32699.800200625217,64409.1838560753,980924.9329566449,20181004,1,37,glucose,O2
37240.039677653476,35647.890670764595,72887.93034841807,2534938.4601372518,20181004,1,37,glucose,O2
36762.97726877213,45033.76198087005,81796.73924964218,68405879.75387268,20181004,1,37,glucose,O2
40266.82438975141,36248.84857887758,76515.67296862899,16144129.616767224,20181004,1,37,glucose,O2
10228.192556674187,9715.953079645944,19944.14563632013,262389.2818261675,20181004,1,37,glucose,O2
23514.540406602624,16412.03339128813,39926.57379789076,50445605.902591616,20181004,1,37,glucose,O2
24074.484284086615,30234.34543569491,54308.82971978153,37943889.407093085,20181004,1,37,glucose,O2
33884.52637597361,32872.33527719772,66756.86165317133,1024530.820441142,20181004,1,37,glucose,O2
29716.001457898303,33088.18239817701,62804.18385607531,11371604.293978963,20181004,1,37,glucose,O2
44926.06145254611,42211.13789205648,87137.19934460259,7370809.939301697,20181004,1,37,glucose,O2
40911.93276265159,43446.98501303577,84358.91777568735,6426489.912177924,20181004,1,37,glucose,O2
29705.818103386046,44703.23852069302,74409.05662407906,224922619.17345607,20181004,1,37,glucose,O2
23237.651193736332,19671.981140903947,42909.63233464028,12714002.925665706,20181004,1,37,glucose,O2
28711.918732022583,20146.425747337093,48858.34447935967,73367670.07069635,20181004,1,37,glucose,O2
62150.99904366476,44241.61684611297,106392.61588977772,320745970.6979848,20181004,1,37,glucose,O2
55527.23852069303,52958.84616464404,108486.08468533706,6596639.29461086,20181004,1,37,glucose,O2
53442.73150537852,54298.36333845574,107741.09484383426,732105.8337750823,20181004,1,37,glucose,O2
49641.9085735254,53531.68312712616,103173.59170065157,15130346.077840025,20181004,1,37,glucose,O2
54086.67296862899,45861.21433156684,99947.88730019584,67658169.79002027,20181004,1,37,glucose,O2
44634.4538085951,57685.69715775515,102320.15096635025,170334952.9589945,20181004,1,37,glucose,O2
54517.099672301316,44368.51621747644,98885.61588977775,102993746.13954519,20181004,1,37,glucose,O2
19366.411716708084,21189.81810338605,40556.22982009413,3324810.850977993,20181004,1,37,glucose,O2
18683.81423125423,17179.779883630872,35863.5941148851,2262119.3188308184,20181004,1,37,glucose,O2
31149.630876741983,26421.34930782673,57570.98018456872,22356646.59494368,20181004,1,37,glucose,O2
30807.113702930306,28555.343021461376,59362.45672439168,5070471.201923049,20181004,1,37,glucose,O2
21084.26658195103,24041.793914259877,45126.06049621091,8746967.92135389,20181004,1,37,glucose,O2
26244.536534470804,19134.598943352154,45379.13547782296,50551212.549602084,20181004,1,37,glucose,O2
12081.870353770239,13345.085641672305,25426.955995442542,1595712.8635895017,20181004,1,37,glucose,O2
12785.584912723152,11530.675382862511,24316.260295585664,1574797.9281350544,20181004,1,37,glucose,O2
28699.67925499434,22012.72763324669,50712.40688824103,44715321.9915935,20181004,1,37,glucose,O2
38513.3594663239,41911.588784854976,80424.94825117887,11547962.50132419,20181004,1,37,glucose,O2
38940.172239679836,29296.96711027495,68237.13934995478,92991405.16778073,20181004,1,37,glucose,O2
31327.081769540477,35999.49831471563,67326.5800842561,21831476.371626522,20181004,1,37,glucose,O2
39270.765853001874,40194.258837687375,79465.02469068926,852839.2927633353,20181004,1,37,glucose,O2
31825.34543569491,33906.8384203804,65732.18385607531,4332613.045294911,20181004,1,37,glucose,O2
39400.75182237288,34923.081769540484,74323.83359191337,20049529.102032043,20181004,1,37,glucose,O2
41000.72376111486,34848.685541359686,75849.40930247455,37847574.257328406,20181004,1,37,glucose,O2
17700.856323141226,16135.11998929566,33835.976312436884,2451530.267124157,20181004,1,37,glucose,O2
19201.0435497853,18060.20658730319,37261.250137088486,1301508.9749654068,20181004,1,37,glucose,O2
24151.0435497853,21810.023232790947,45961.06678257625,5480376.124580339,20181004,1,37,glucose,O2
