area_pix,mean_yfp,mean_mCherry,fold_change,atc_ngml,date,carbon,temp,operator,run_number
524.0,185.4083969465649,440.9541984732824,0.008076763667482946,4.0,20181011,glucose,37,O2,1
775.0,177.5341935483871,332.36,0.0002336380836677062,4.0,20181011,glucose,37,O2,1
675.0,227.3525925925926,335.6044444444444,0.049855414450118415,4.0,20181011,glucose,37,O2,1
553.0,214.41591320072334,387.90777576853526,0.0369697933939662,4.0,20181011,glucose,37,O2,1
872.0,190.00573394495413,396.0057339449541,0.01265595594969288,4.0,20181011,glucose,37,O2,1
735.0,204.42721088435374,412.9238095238095,0.027020514371689158,4.0,20181011,glucose,37,O2,1
634.0,190.00788643533124,421.0315457413249,0.012658099944646015,4.0,20181011,glucose,37,O2,1
795.0,182.90062893081762,405.588679245283,0.005578893281364568,4.0,20181011,glucose,37,O2,1
728.0,180.67032967032966,390.1826923076923,0.003357396540050355,4.0,20181011,glucose,37,O2,1
782.0,198.82480818414322,355.5997442455243,0.021440223169276844,4.0,20181011,glucose,37,O2,1
653.0,195.07656967840734,369.4885145482389,0.01770677816766797,4.0,20181011,glucose,37,O2,1
579.0,184.8376511226252,360.20725388601034,0.007508270456521062,4.0,20181011,glucose,37,O2,1
728.0,177.6662087912088,377.33104395604397,0.00036513229026491204,4.0,20181011,glucose,37,O2,1
903.0,188.97452934662238,429.5215946843854,0.01162882129767267,4.0,20181011,glucose,37,O2,1
815.0,179.47116564417178,345.5079754601227,0.0021629653605196976,4.0,20181011,glucose,37,O2,1
785.0,183.9108280254777,430.1821656050955,0.0065851053339906285,4.0,20181011,glucose,37,O2,1
679.0,193.1516936671576,395.5640648011782,0.015789499234665196,4.0,20181011,glucose,37,O2,1
641.0,175.6443057722309,466.2808112324493,-0.0016487907054007287,4.0,20181011,glucose,37,O2,1
629.0,177.0302066772655,426.27027027027026,-0.00026835965793437443,4.0,20181011,glucose,37,O2,1
367.0,199.25613079019072,384.2724795640327,0.021869843436280855,4.0,20181011,glucose,37,O2,1
615.0,193.91869918699186,366.0178861788618,0.016553477546037212,4.0,20181011,glucose,37,O2,1
575.0,177.27652173913043,452.7165217391304,-2.301674948996618e-05,4.0,20181011,glucose,37,O2,1
619.0,197.10177705977384,423.10662358642975,0.019723992484103184,4.0,20181011,glucose,37,O2,1
610.0,180.24426229508197,388.33934426229507,0.0029330107625623694,4.0,20181011,glucose,37,O2,1
670.0,181.69402985074626,333.78507462686565,0.004377056392504727,4.0,20181011,glucose,37,O2,1
537.0,181.87895716945997,382.0521415270019,0.004561253842228398,4.0,20181011,glucose,37,O2,1
592.0,189.46959459459458,372.0962837837838,0.012121932627883825,4.0,20181011,glucose,37,O2,1
923.0,178.55471289274107,346.6186348862405,0.0012501296541462185,4.0,20181011,glucose,37,O2,1
785.0,180.69171974522294,450.8496815286624,0.0033787021928448967,4.0,20181011,glucose,37,O2,1
709.0,190.26093088857544,466.4217207334274,0.012910145684986099,4.0,20181011,glucose,37,O2,1
896.0,190.5390625,411.953125,0.013187179569802499,4.0,20181011,glucose,37,O2,1
497.0,174.69617706237423,373.55935613682095,-0.002593177351895964,4.0,20181011,glucose,37,O2,1
468.0,191.75641025641025,403.8888888888889,0.014399722712250509,4.0,20181011,glucose,37,O2,1
651.0,195.0752688172043,445.31797235023043,0.017705482440688782,4.0,20181011,glucose,37,O2,1
714.0,186.5672268907563,463.3375350140056,0.00923101995513258,4.0,20181011,glucose,37,O2,1
647.0,213.4111282843895,345.8918083462133,0.035968974151050354,4.0,20181011,glucose,37,O2,1
701.0,186.65049928673324,345.96433666191155,0.009313963692585874,4.0,20181011,glucose,37,O2,1
805.0,245.0385093167702,380.7788819875776,0.06747152860392898,4.0,20181011,glucose,37,O2,1
851.0,187.39717978848412,367.8895417156287,0.010057697204419416,4.0,20181011,glucose,37,O2,1
703.0,191.1678520625889,393.3840682788051,0.013813487433061189,4.0,20181011,glucose,37,O2,1
581.0,187.41135972461274,409.25989672977624,0.010071821175341087,4.0,20181011,glucose,37,O2,1
571.0,189.35726795096323,413.1366024518389,0.01201004931374274,4.0,20181011,glucose,37,O2,1
580.0,180.85172413793103,454.63448275862066,0.0035380750820773544,4.0,20181011,glucose,37,O2,1
644.0,185.90217391304347,442.2919254658385,0.008568591800774884,4.0,20181011,glucose,37,O2,1
564.0,192.5,352.79787234042556,0.015140377664491268,4.0,20181011,glucose,37,O2,1
582.0,191.54810996563575,360.180412371134,0.014192244538640247,4.0,20181011,glucose,37,O2,1
858.0,191.71212121212122,358.004662004662,0.014355608467446214,4.0,20181011,glucose,37,O2,1
451.0,191.39246119733926,404.1529933481153,0.014037210083091636,4.0,20181011,glucose,37,O2,1
512.0,204.279296875,498.146484375,0.026873184147626687,4.0,20181011,glucose,37,O2,1
353.0,198.68271954674222,447.92067988668555,0.021298695325656862,4.0,20181011,glucose,37,O2,1
568.0,205.2218309859155,461.69542253521126,0.027811998275878762,4.0,20181011,glucose,37,O2,1
343.0,214.72303206997086,434.59183673469386,0.037275700130033625,4.0,20181011,glucose,37,O2,1
435.0,199.97931034482758,416.983908045977,0.022590168754265023,4.0,20181011,glucose,37,O2,1
754.0,203.77320954907162,384.157824933687,0.026369094241268407,4.0,20181011,glucose,37,O2,1
764.0,211.8586387434555,375.086387434555,0.03442261195777467,4.0,20181011,glucose,37,O2,1
659.0,195.86646433990896,406.3687405159332,0.0184935552821093,4.0,20181011,glucose,37,O2,1
739.0,185.12449255751014,497.35859269282815,0.007793979788967938,4.0,20181011,glucose,37,O2,1
504.0,205.56746031746033,452.42857142857144,0.028156263481598953,4.0,20181011,glucose,37,O2,1
346.0,197.29190751445086,469.0780346820809,0.019913372534113682,4.0,20181011,glucose,37,O2,1
254.0,182.49606299212599,355.62992125984255,0.005175924078812998,4.0,20181011,glucose,37,O2,1
425.0,196.53411764705882,445.50117647058823,0.019158573502954055,4.0,20181011,glucose,37,O2,1
622.0,187.02733118971062,471.2588424437299,0.009689308319792693,4.0,20181011,glucose,37,O2,1
560.0,192.09285714285716,367.0571428571429,0.014734841714040249,4.0,20181011,glucose,37,O2,1
732.0,194.57103825136613,386.85382513661204,0.0172032419661816,4.0,20181011,glucose,37,O2,1
615.0,191.21463414634147,399.1479674796748,0.013860084877829863,4.0,20181011,glucose,37,O2,1
526.0,178.02281368821292,380.45437262357416,0.00072032974321033,4.0,20181011,glucose,37,O2,1
511.0,177.1037181996086,371.8982387475538,-0.00019513827001242014,4.0,20181011,glucose,37,O2,1
840.0,197.84880952380954,374.1738095238095,0.020468076569100886,4.0,20181011,glucose,37,O2,1
928.0,198.03771551724137,393.65193965517244,0.020656236990555594,4.0,20181011,glucose,37,O2,1
257.0,211.4046692607004,413.78988326848247,0.03397043419649258,4.0,20181011,glucose,37,O2,1
508.0,219.9251968503937,488.88385826771656,0.04245733306702366,4.0,20181011,glucose,37,O2,1
545.0,191.53394495412843,413.7119266055046,0.01417813543343555,4.0,20181011,glucose,37,O2,1
781.0,188.23431498079384,382.3213828425096,0.010891528401291449,4.0,20181011,glucose,37,O2,1
808.0,188.60767326732673,410.4207920792079,0.011263413121682745,4.0,20181011,glucose,37,O2,1
395.0,187.0151898734177,375.94683544303797,0.009677214922705674,4.0,20181011,glucose,37,O2,1
380.0,191.75526315789475,377.7447368421053,0.014398580141090082,4.0,20181011,glucose,37,O2,1
599.0,199.46744574290483,391.97662771285474,0.02208032437359805,4.0,20181011,glucose,37,O2,1
398.0,191.97738693467338,364.4849246231156,0.014619827242330736,4.0,20181011,glucose,37,O2,1
442.0,190.1764705882353,386.02488687782807,0.012826018731576721,4.0,20181011,glucose,37,O2,1
433.0,193.729792147806,446.86605080831407,0.01636531608295584,4.0,20181011,glucose,37,O2,1
594.0,189.15488215488216,457.4141414141414,0.01180846229156706,4.0,20181011,glucose,37,O2,1
608.0,204.30921052631578,479.60361842105266,0.026902979736091473,4.0,20181011,glucose,37,O2,1
365.0,195.47397260273974,500.4,0.018102612626762042,4.0,20181011,glucose,37,O2,1
361.0,194.98337950138503,512.1440443213296,0.01761395579255215,4.0,20181011,glucose,37,O2,1
491.0,202.08146639511202,449.14867617107944,0.02468402803950692,4.0,20181011,glucose,37,O2,1
539.0,187.58627087198516,439.6400742115028,0.010246041985432,4.0,20181011,glucose,37,O2,1
383.0,191.2924281984334,476.4073107049608,0.013937571893262076,4.0,20181011,glucose,37,O2,1
655.0,199.54961832061068,415.6580152671756,0.022162172633530212,4.0,20181011,glucose,37,O2,1
859.0,206.1932479627474,402.62398137369036,0.02877958127548808,4.0,20181011,glucose,37,O2,1
599.0,198.6076794657763,374.1702838063439,0.021223951412009473,4.0,20181011,glucose,37,O2,1
508.0,245.65748031496062,423.2716535433071,0.06808805665458492,4.0,20181011,glucose,37,O2,1
465.0,202.40430107526882,374.2064516129032,0.025005588559503973,4.0,20181011,glucose,37,O2,1
931.0,182.51127819548873,448.64554242749733,0.005191079230988124,4.0,20181011,glucose,37,O2,1
530.0,209.2943396226415,392.3056603773585,0.03186843358289737,4.0,20181011,glucose,37,O2,1
562.0,199.76334519572953,382.4644128113879,0.022375055973904868,4.0,20181011,glucose,37,O2,1
569.0,178.08611599297012,311.5553602811951,0.0007833822071675814,4.0,20181011,glucose,37,O2,1
775.0,182.18322580645162,393.9832258064516,0.004864321595303466,4.0,20181011,glucose,37,O2,1
537.0,178.62756052141526,304.8919925512104,0.0013226897686470813,4.0,20181011,glucose,37,O2,1
627.0,180.4354066985646,352.69856459330146,0.003123400759537138,4.0,20181011,glucose,37,O2,1
708.0,177.36723163841808,369.7146892655367,6.733513702250016e-05,4.0,20181011,glucose,37,O2,1
360.0,176.21944444444443,415.81388888888887,-0.001075921983807452,4.0,20181011,glucose,37,O2,1
470.0,187.5,358.368085106383,0.010160111606320703,4.0,20181011,glucose,37,O2,1
512.0,190.19921875,403.53125,0.012848677111161218,4.0,20181011,glucose,37,O2,1
616.0,192.67694805194805,367.97727272727275,0.015316627339926517,4.0,20181011,glucose,37,O2,1
491.0,187.37678207739307,360.0875763747454,0.01003737999877719,4.0,20181011,glucose,37,O2,1
883.0,184.64212910532277,414.3873159682899,0.007313520123241789,4.0,20181011,glucose,37,O2,1
606.0,222.66336633663366,422.536303630363,0.045184695577791506,4.0,20181011,glucose,37,O2,1
640.0,209.8703125,420.98125,0.032442133217204454,4.0,20181011,glucose,37,O2,1
911.0,176.39626783754116,349.410537870472,-0.0008997964752214174,4.0,20181011,glucose,37,O2,1
480.0,178.85833333333332,382.82708333333335,0.001552551769115898,4.0,20181011,glucose,37,O2,1
546.0,223.97069597069597,516.4652014652015,0.04648686545846372,4.0,20181011,glucose,37,O2,1
421.0,187.12589073634203,459.5581947743468,0.009787478872752109,4.0,20181011,glucose,37,O2,1
320.0,191.859375,516.559375,0.014502281075788164,4.0,20181011,glucose,37,O2,1
617.0,182.50567260940034,425.9254457050243,0.005185495768961689,4.0,20181011,glucose,37,O2,1
586.0,179.339590443686,384.6262798634812,0.002031909459504444,4.0,20181011,glucose,37,O2,1
860.0,194.05116279069767,425.6418604651163,0.016685418343933018,4.0,20181011,glucose,37,O2,1
406.0,195.20689655172413,434.76600985221677,0.01783659066839739,4.0,20181011,glucose,37,O2,1
440.0,196.8159090909091,449.375,0.019439252775612127,4.0,20181011,glucose,37,O2,1
823.0,176.66342648845688,424.9343863912515,-0.0006336922429609796,4.0,20181011,glucose,37,O2,1
848.0,177.90212264150944,413.7641509433962,0.0006001150385258415,4.0,20181011,glucose,37,O2,1
734.0,197.04632152588556,404.12806539509535,0.01966875582147088,4.0,20181011,glucose,37,O2,1
807.0,195.25774473358118,435.8934324659232,0.01788723816324186,4.0,20181011,glucose,37,O2,1
609.0,208.79802955665025,375.944170771757,0.03137408234770044,4.0,20181011,glucose,37,O2,1
571.0,180.96672504378284,390.2276707530648,0.003652622103691887,4.0,20181011,glucose,37,O2,1
632.0,176.22943037974684,399.30537974683546,-0.001065975460878316,4.0,20181011,glucose,37,O2,1
818.0,183.0,389.2493887530562,0.005677872153967195,4.0,20181011,glucose,37,O2,1
295.0,193.73559322033898,508.271186440678,0.01637109425988325,4.0,20181011,glucose,37,O2,1
630.0,198.55714285714285,440.74603174603175,0.02117361426067503,4.0,20181011,glucose,37,O2,1
282.0,179.87943262411346,351.6489361702128,0.002569620997094774,4.0,20181011,glucose,37,O2,1
431.0,178.46403712296984,379.7099767981438,0.0011598117624481957,4.0,20181011,glucose,37,O2,1
549.0,192.45719489981786,437.1056466302368,0.01509774150698053,4.0,20181011,glucose,37,O2,1
945.0,189.06243386243386,446.77883597883596,0.011716378872963845,4.0,20181011,glucose,37,O2,1
620.0,249.96774193548387,459.3758064516129,0.07238130658469037,4.0,20181011,glucose,37,O2,1
752.0,202.5119680851064,399.24468085106383,0.025112830630439724,4.0,20181011,glucose,37,O2,1
423.0,198.58156028368793,470.5271867612293,0.0211979353168051,4.0,20181011,glucose,37,O2,1
383.0,200.12271540469973,321.2845953002611,0.02273300782471526,4.0,20181011,glucose,37,O2,1
617.0,196.42625607779578,457.40194489465154,0.019051137640477715,4.0,20181011,glucose,37,O2,1
476.0,193.00840336134453,440.3613445378151,0.01564677446536407,4.0,20181011,glucose,37,O2,1
355.0,195.34084507042255,344.99718309859156,0.01797001052064058,4.0,20181011,glucose,37,O2,1
790.0,183.10506329113923,429.7620253164557,0.005782520782531276,4.0,20181011,glucose,37,O2,1
469.0,227.29424307036248,475.3560767590618,0.04979729522110379,4.0,20181011,glucose,37,O2,1
